lon,lat,alt,dist_hav_2d,dist
0.7594091860507772,0.514324693042209,283.464576,0.0,0.0
0.7591722285846795,0.517811126269248,283.79266,0.0005767875595327595,5.1422839005
0.7591327356737567,0.5206154312562844,284.120744,0.0010383675055208024,9.2574474227
0.7590142569404272,0.523268152190346,284.120744,0.0014759048816158883,13.1582621469
0.7588167923858135,0.5262998332573832,284.448828,0.001977242452520043,17.6278802532
0.7585403420082317,0.529483098377934,284.776912,0.0025056365474438696,22.3387177228
0.7582638916312112,0.5325147794449712,284.776912,0.003009311931452475,26.829178336
0.757947948343268,0.5353948764590336,284.776912,0.003489822477485222,31.1131154703
0.7575925121438407,0.5376686372590422,284.776912,0.003874440962580681,34.5421378392
0.7569606255673931,0.5404729422466172,284.776912,0.004362313705232281,38.8917118003
0.7567236681012953,0.5413824465666207,284.776912,0.004523324782375441,40.32718775
0.7561707673472543,0.5433530392601411,284.776912,0.004875950150535519,43.4709791228
0.7556573595035748,0.5453236319536615,284.776912,0.005224807455898623,46.5811767602
0.7547885154610293,0.5480521449142104,284.776912,0.005723790958777307,51.0298074407
0.754472572173086,0.5489616492342139,284.776912,0.005893100343957102,52.5392660121
0.7535642352196178,0.5514627861147621,284.776912,0.0063634081562953995,56.7322418343
0.7532482919311133,0.5522964984082781,284.776912,0.0065217995673870505,58.1443624492
0.7523794478891291,0.5547976352888262,284.776912,0.006987400285984825,62.2953727124
0.7521029975115474,0.5555555555553162,284.776912,0.007130063094216348,63.567266757
0.7514316180241769,0.5579051083823509,284.776912,0.007551706073457428,67.3263767934
0.7511551676471564,0.5587388206758669,284.776912,0.007705392045296596,68.6965465997
0.7505232810707086,0.5613915416099284,284.776912,0.008169740356568787,72.8363911678
0.7503258165155337,0.5622252539029059,284.776912,0.008315582256886517,74.1366280464
0.7496149441172404,0.5650295588904809,284.776912,0.008810230154089499,78.5466051275
0.7493384937402199,0.5659390632104844,284.776912,0.008975145851029005,80.016892271
0.7486276213419266,0.5685917841440074,284.776912,0.009446607650706195,84.2201563361
0.7483906638758289,0.5694254964375234,284.776912,0.009596095813119878,85.5529010498
0.7476797914769744,0.5723055934515858,284.776912,0.010102399348241383,90.0667926454
0.7474033410999539,0.5732908897980767,284.776912,0.01027871188605743,91.6386870278
0.746850440345913,0.575337274518623,284.776912,0.010642839581370179,94.8850260904
0.746258046680388,0.5773836592391695,284.776912,0.011010844939800991,98.1659360176
0.7457841317481925,0.5792784599056638,284.776912,0.011344492053525832,101.140528921
0.7452312309935902,0.5817795967862119,284.448828,0.01177876111571368,105.0122053642
0.7450337664389765,0.5826891011062154,284.448828,0.011936392532478714,106.4175503361
0.744520358595297,0.585341822040277,284.448828,0.012391477389873123,110.4748076345
0.744322894040122,0.586175534333793,284.120744,0.012537319219223655,111.7750438804
0.7436910074636742,0.5889798393208294,284.120744,0.013025191521423224,116.1246139147
0.7434935429090604,0.5898135516143455,283.79266,0.013171033339826386,117.424850063
0.7430196279763037,0.5924662725478684,283.79266,0.013623421229415041,121.4580628516
0.7428221634216899,0.5934515688948979,283.464576,0.013792939932019712,122.9693875687
0.7423087555780106,0.5954221615884183,283.464576,0.014141796817401015,126.0795814618
0.7417163619130468,0.5974685463089646,283.136492,0.014509801963367671,129.3604894948
0.7410449824256763,0.5998938911624867,282.808408,0.01494290991968043,133.2218142306
0.739544251806683,0.6036077004700652,282.480324,0.01566044302315083,139.6188990239
0.7384384502980398,0.6060330453235873,282.480324,0.016146282905552693,143.9503492506
0.7380830140986125,0.6068667576171033,282.15224,0.016309843077256733,145.408551363
0.7373326487893966,0.6094436865241388,282.15224,0.016773701257461367,149.5440262233
0.7370561984123761,0.6102773988176549,282.15224,0.016927386945005507,150.914193495
0.7364243118359284,0.6121721994846878,281.824156,0.017277078853969393,154.0318319459
0.7356739465261511,0.6142943762317217,281.824156,0.017673685682645646,157.5677350288
0.7348445953950896,0.6162649689252421,281.824156,0.018058819822245626,161.0013546568
0.7340152442634669,0.618083977565249,281.49607199999997,0.01842319947541269,164.249940021
0.7331858931318441,0.6198271941793071,281.49607199999997,0.01877740464819837,167.4078159623
0.732277556178376,0.6214946187658006,281.167988,0.019133881704393386,170.5859466218
0.73113226175881,0.6239957556463487,281.167988,0.0196356098286159,175.0590466618
0.7307768255593827,0.6247536759133773,281.167988,0.01978885855809975,176.4253182836
0.7298289956949917,0.627027436713386,280.839904,0.020232016226133975,180.3762400815
0.7295130524070484,0.6277853569804146,280.839904,0.020379735437378633,181.6932139122
0.7285257296311735,0.6302107018339367,280.51182,0.020849282652690683,185.8794087181
0.7281702934323074,0.6311202061539402,280.51182,0.021023436846395318,187.432060629
0.7274594210334531,0.6330150068209731,280.183736,0.021382520447146457,190.6334296401
0.7265510840799848,0.6355919357280087,280.183736,0.02186377947113439,194.9240397445
0.7262351407920415,0.6364256480215247,279.85565199999996,0.022022170294096727,196.336155116
0.7252873109276505,0.6390783689555862,279.52756800000003,0.02251910555502537,200.7665249283
0.724971367639146,0.6399120812491023,279.52756800000003,0.02267749635361412,202.1786400825
0.7241025235966005,0.6424890101561378,279.199484,0.02315415651587398,206.4282495581
0.7237865803086573,0.6433227224496538,279.199484,0.023312547290605095,207.8403644996
0.7228387504442664,0.6459754433831768,278.8714,0.023809482413166206,212.2707330783
0.7224833142448391,0.6468849477031803,278.8714,0.0239836364801461,213.8233838594
0.7214564985580414,0.6494618766102158,278.543316,0.024479620670271506,218.2452745081
0.7210615694482526,0.6502955889037318,278.543316,0.024648770841845313,219.7533136287
0.7202717112275526,0.6519630134907639,278.543316,0.024987071159609842,222.7693916436
0.7192054026298321,0.654464150371312,277.23098,0.025477750472541867,227.1439872629
0.7188104735200433,0.655297862664828,276.902896,0.02564690059301301,228.6520259279
0.7180996011211889,0.6570410792783475,276.246728,0.025984550184851452,231.6623024698
0.7171122783458752,0.6593148400788948,275.59056,0.026433086507229996,235.6611770489
0.716756842146448,0.6600727603453849,275.262476,0.026586334913519777,237.0274457893
0.7156905335492887,0.6624981051994455,273.95014,0.02706660020518789,241.3091963862
0.7152956044389387,0.6633318174929616,273.62205600000004,0.027235750243419187,242.817234318
0.7141503100193727,0.6658329543729711,272.63780399999996,0.02773747715425625,247.2903235402
0.7137948738199454,0.6666666666664871,272.30971999999997,0.027901036813587653,248.7485210846
0.7129655226883227,0.6684856753070326,271.653552,0.02826541541134335,251.9970970394
0.7121361715572613,0.6703046839470396,270.99738399999995,0.028629793971018818,255.2456726547
0.711030370048618,0.6727300288011002,270.013132,0.029115631991358908,259.5771062804
0.710635440938268,0.6734879490675904,269.685048,0.02927483310238561,260.996445683
0.7096086252514703,0.6756101258146241,268.700796,0.029708575339885527,264.8634252806
0.709292681963527,0.6761406700016518,268.372712,0.029826420272457736,265.9140583768
0.7084633308319043,0.6784144308016605,267.716544,0.030254406520163066,269.7297211019
0.7081473875439611,0.6791723510686891,267.38846,0.030402125346219708,271.0466914985
0.7072390505899316,0.6816734879486986,266.404208,0.03087243062462405,275.2396447297
0.7068836143910656,0.6824314082157272,266.076124,0.0310256788265256,276.6059116479
0.7057778128824224,0.684780961042762,263.779536,0.03150132379370523,280.8464702672
0.7053828837720724,0.6854630892827646,263.45145199999996,0.031650954541370825,282.1804861835
0.7044350539076814,0.6878884341368252,262.795284,0.03211536452301624,286.3208805668
0.7040796177082541,0.6887221464303412,262.4672,0.03227892399335976,287.7790764263
0.703171280754786,0.6911474912838634,261.482948,0.0327383536903315,291.8750696479
0.7028158445559199,0.6919054115503535,261.482948,0.03289160180552902,293.2413357931
0.7017100430472767,0.6942549643773881,260.498696,0.033367246502535274,297.4818920037
0.7013151139369267,0.6950128846444167,260.170612,0.03352644737953958,298.9012293199
0.7002488053392062,0.6974382294979388,259.51444399999997,0.03400671175345723,303.1829717347
0.699893369139779,0.6981961497649674,258.858276,0.0341599598114054,304.5492373695
0.6987875676311357,0.700773078672003,257.87402399999996,0.034666488593155,309.0651371258
0.698392638521347,0.701606790965519,257.87402399999996,0.03483563823988335,310.5731715672
0.697405315745472,0.7041837198725546,256.889772,0.03532656244228275,314.9499504707
0.697049879546606,0.7050174321660706,256.889772,0.035490121773013694,316.4081450855
0.6962205284149833,0.7076701530995936,255.90552,0.03597357596499137,320.7183259605
0.69590458512704,0.7085038653931096,255.577436,0.03613196628406079,322.1304368396
0.6951542198172628,0.7112323783536586,254.2651,0.03661873233029128,326.4701441746
0.694917262351165,0.7120660906471746,253.93701600000003,0.03676821989819342,327.802883588
0.6941274041310262,0.7148703956342111,252.62468,0.037270330030697935,332.2793893794
0.6938904466643673,0.7157798999542145,252.29659600000002,0.03743134043329937,333.7148593153
0.6933375459103264,0.7178262846747608,251.640428,0.03779546680160288,336.9611865471
0.6927846451557241,0.7198726693953073,250.65617600000002,0.03815959315087188,340.2075136092
0.6922317444016831,0.7219190541153151,249.34384,0.03852371948108394,343.4538405014
0.6917183365585649,0.7238896468088354,248.03150399999998,0.03887257528977605,346.5640247954
0.6911259428930399,0.7258602395028944,245.07874800000002,0.03922920148437705,349.7434850814
0.6905335492275149,0.7279066242229022,244.42258,0.03959720525057175,353.0243808132
0.6899806484734738,0.7298014248899352,243.766412,0.03993839428261766,356.0662128318
0.6892697760751806,0.7327573139304849,242.78216,0.04045638983752489,360.6843433003
0.6890723115200056,0.7337426102775144,242.45407600000001,0.04062590818224266,362.1956648267
0.688637889498733,0.7358647870245483,241.14174,0.04099169742936238,365.4568172655
0.6881639745665374,0.7380627557980695,239.82940399999998,0.04137238104509168,368.850758754
0.6876900596343419,0.7402607245715908,238.84515199999998,0.041753064646430124,372.2447001142
0.6872556376130692,0.742534485372138,237.53281600000003,0.04214273939519534,375.7188010269
0.6867817226803125,0.7448840381991726,236.54856399999997,0.042547198139349277,379.3247069694
0.686110343192942,0.7473851750797207,235.236228,0.04299182411861245,383.2887193291
0.6858338928159214,0.7481430953462108,234.58006,0.04313448578226093,384.5606031693
0.6853204849728032,0.7501894800667571,232.93964,0.04349496430665256,387.7744084635
0.6848465700406077,0.7525390328937919,231.955388,0.04389942300349503,391.3803139842
0.6844516409302577,0.7548885857208265,230.97113600000003,0.044298521586636816,394.9384320207
0.6839777259980622,0.7576928907078629,229.65879999999999,0.0447750236878375,399.1866323209
0.6835433039767895,0.7604214036684119,228.34646399999997,0.04523702702775119,403.3055705635
0.683227360688285,0.7627709564954466,227.362212,0.045631685908852866,406.8241069413
0.6829509103112645,0.7649689252689679,226.37796,0.045999952650797996,410.1073472035
0.682674459934244,0.7670911020160016,225.393708,0.04635597739006934,413.2814452829
0.6823190237348168,0.7696680309230371,224.409456,0.04678928263631916,417.1445289347
0.6821610520911258,0.7705017432165532,224.081372,0.046932071562776345,418.417547372
0.6816871371589303,0.7732302561771022,223.09712,0.047396505068281886,422.5581514796
